LOCATION,YEAR,BRAND,MODEL,VARIANT,KM_DRIVEN,FUEL,NO_OF_OWNERS,PRICE
New Delhi,2016,Honda,Amaze 1.2 SAT I VTEC,Automatic,"50,290 km",Petrol,1st Owner,"₹4,75,000"
New Delhi,2010,Maruti,Swift Dzire VXI,Manual,"70,645 km",Petrol,1st Owner,"₹2,21,000"
New Delhi,2018,Honda,City SV MT PETROL,Manual,"32,779 km",Petrol + CNG,1st Owner,"₹8,42,000"
New Delhi,2015,Honda,City 1.5 E MT PETROL,Manual,"15,661 km",Petrol,1st Owner,"₹6,10,000"
New Delhi,2012,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"20,883 km",Petrol,1st Owner,"₹3,65,000"
New Delhi,2019,Volkswagen,Ameo COMFORTLINE 1.0,Manual,"19,951 km",Petrol,1st Owner,"₹5,25,000"
New Delhi,2009,Tata,Manza AURA SAFIRE BS IV,Manual,"49,257 km",Petrol,1st Owner,"₹1,45,000"
New Delhi,2013,Honda,Amaze 1.5 VXMT I DTEC,Manual,"69,636 km",Diesel,1st Owner,"₹3,09,000"
New Delhi,2016,Maruti,Ciaz VDI+ SHVS,Manual,"26,477 km",Diesel,1st Owner,"₹6,75,000"
New Delhi,2018,Hyundai,Verna 1.6 SX+ VTVT AT,,"35,447 km",Petrol,1st Owner,"₹10,14,000"
New Delhi,2010,Maruti,SX4 VXI,Manual,"1,00,322 km",Petrol,1st Owner,"₹1,95,000"
New Delhi,2018,Hyundai,Verna EX 1.6 AT CRDI,Automatic,"84,830 km",Diesel,1st Owner,"₹9,75,000"
New Delhi,2017,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"71,358 km",Diesel,1st Owner,"₹6,75,000"
New Delhi,2015,Honda,Amaze 1.5 SX MT I DTEC,Manual,"70,686 km",Diesel,1st Owner,"₹4,70,000"
New Delhi,2013,Honda,Amaze 1.5 SMT I DTEC,Manual,"88,295 km",Diesel,1st Owner,"₹3,00,000"
New Delhi,2010,Honda,Accord 2.4 MT,Manual,"64,618 km",Petrol,2nd Owner,"₹3,00,000"
New Delhi,2018,Honda,Amaze 1.2 SAT I VTEC,Automatic,"20,470 km",Petrol,1st Owner,"₹6,45,000"
New Delhi,2017,Skoda,Rapid 1.6 MPI MT ACTIVE,Manual,"35,892 km",Petrol,1st Owner,"₹5,75,000"
New Delhi,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"27,712 km",Petrol,1st Owner,"₹3,85,000"
New Delhi,2018,Maruti,Dzire VXI,Manual,"23,367 km",Petrol,1st Owner,"₹5,75,000"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"53,303 km",Petrol,1st Owner,"₹4,08,000"
New Delhi,2015,Maruti,Swift Dzire LDI BS IV,Manual,"52,444 km",Diesel,2nd Owner,"₹4,02,000"
New Delhi,2016,Toyota,Etios VX,Manual,"67,669 km",Petrol,1st Owner,"₹4,74,000"
New Delhi,2011,Honda,City S MT PETROL,Manual,"79,388 km",Petrol,1st Owner,"₹3,30,000"
New Delhi,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"45,187 km",Petrol,1st Owner,"₹6,09,000"
New Delhi,2016,Honda,City VX CVT PETROL,Automatic,"33,910 km",Petrol,1st Owner,"₹7,85,000"
New Delhi,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"78,319 km",Petrol,1st Owner,"₹3,25,000"
New Delhi,2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"33,940 km",Petrol,2nd Owner,"₹5,87,000"
New Delhi,2016,Maruti,Ciaz VDI (O) SHVS HYBIRD,Manual,"71,354 km",Diesel,1st Owner,"₹5,35,000"
New Delhi,2009,Honda,Accord 2.4 MT,Manual,"67,962 km",Petrol,3rd Owner,"₹2,74,000"
New Delhi,2017,Tata,TIGOR Revotorq XZ (O),Manual,"60,750 km",Diesel,1st Owner,"₹4,41,000"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"78,175 km",Diesel,1st Owner,"₹3,33,000"
New Delhi,2015,Maruti,Ciaz VDI PLUS,Manual,"70,325 km",Diesel,1st Owner,"₹4,42,000"
New Delhi,2014,Renault,Scala RXL DIESEL,Manual,"51,910 km",Diesel,1st Owner,"₹2,98,000"
New Delhi,2013,Nissan,Sunny XL PETROL,Manual,"73,647 km",Petrol,1st Owner,"₹3,34,000"
New Delhi,2008,Honda,Civic 1.8V MT,Manual,"80,371 km",Petrol,1st Owner,"₹1,89,000"
New Delhi,2015,Tata,Zest XE RT,Manual,"86,925 km",Petrol,1st Owner,"₹3,00,000"
New Delhi,2017,Maruti,Dzire VDI AMT,Automatic,"49,302 km",Diesel,1st Owner,"₹6,80,000"
New Delhi,2019,Maruti,Ciaz 1.5 ALPHA SHVS,Manual,"34,792 km",Petrol,1st Owner,"₹8,65,000"
New Delhi,2011,Maruti,SX4 ZXI AT,Automatic,"89,631 km",Petrol,1st Owner,"₹2,46,000"
New Delhi,2017,Honda,City ZX CVT,Automatic,"19,456 km",Petrol,1st Owner,"₹10,50,000"
New Delhi,2013,Volkswagen,Jetta COMFORTLINE 2.0L TDI,Manual,"71,813 km",Diesel,3rd Owner,"₹4,55,500"
New Delhi,2011,Honda,City S MT PETROL,Manual,"65,336 km",Petrol,2nd Owner,"₹3,10,000"
New Delhi,2009,Honda,Civic 1.8S MT,Manual,"98,076 km",Petrol,1st Owner,"₹2,40,000"
New Delhi,2010,Honda,Accord 2.4 MT,Manual,"1,03,337 km",Petrol,2nd Owner,"₹3,75,000"
New Delhi,2020,Maruti,Dzire LXI,Manual,800 km,Petrol,1st Owner,"₹5,98,099"
New Delhi,2011,Toyota,Etios VX,Manual,"49,654 km",Petrol,2nd Owner,"₹3,21,399"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"33,554 km",Diesel,1st Owner,"₹3,70,199"
New Delhi,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"50,615 km",Petrol,1st Owner,"₹3,95,699"
New Delhi,2011,Honda,City V AT,Automatic,"50,609 km",Petrol,1st Owner,"₹4,05,999"
New Delhi,2010,Honda,City V MT PETROL,Manual,"53,616 km",Petrol,2nd Owner,"₹3,26,499"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"95,472 km",Diesel,1st Owner,"₹2,76,099"
New Delhi,2014,Tata,Zest XT RT,Manual,"27,863 km",Petrol,1st Owner,"₹4,50,199"
New Delhi,2013,Toyota,Etios GD,Manual,"93,938 km",Diesel,2nd Owner,"₹2,45,399"
New Delhi,2017,Volkswagen,Ameo TRENDLINE 1.2,Manual,"39,930 km",Petrol,2nd Owner,"₹3,99,899"
New Delhi,2017,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"64,430 km",Petrol,1st Owner,"₹4,42,299"
New Delhi,2010,Honda,City S MT PETROL,Manual,"87,755 km",Petrol,2nd Owner,"₹3,10,199"
New Delhi,2017,Nissan,Sunny XE D,Manual,"1,21,004 km",Diesel,1st Owner,"₹5,14,799"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"76,462 km",Diesel,1st Owner,"₹3,39,799"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"82,064 km",Diesel,1st Owner,"₹3,15,099"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"79,776 km",Diesel,1st Owner,"₹3,14,999"
New Delhi,2013,Volkswagen,Vento HIGHLINE DIESEL,Manual,"87,834 km",Diesel,1st Owner,"₹3,47,699"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"72,575 km",Diesel,1st Owner,"₹4,01,999"
New Delhi,2013,Maruti,Swift Dzire ZDI,Manual,"88,228 km",Diesel,1st Owner,"₹3,75,199"
New Delhi,2013,Maruti,Swift Dzire LDI BS IV,Manual,"72,772 km",Diesel,1st Owner,"₹2,84,799"
New Delhi,2017,Maruti,Ciaz SIGMA 1.4 VVT,Manual,"61,595 km",Petrol,1st Owner,"₹6,67,899"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"79,248 km",Diesel,2nd Owner,"₹3,42,299"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"86,910 km",Diesel,1st Owner,"₹3,29,099"
New Delhi,2012,Volkswagen,Vento HIGHLINE DIESEL,Manual,"96,529 km",Diesel,1st Owner,"₹2,58,099"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"78,368 km",Diesel,1st Owner,"₹3,65,799"
New Delhi,2012,Hyundai,Verna FLUIDIC 1.6 SX CRDI,Manual,"1,12,798 km",Diesel,1st Owner,"₹4,09,799"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"83,315 km",Diesel,1st Owner,"₹3,46,299"
New Delhi,2015,Honda,Amaze 1.5 SX MT I DTEC,Manual,"74,626 km",Diesel,1st Owner,"₹3,48,999"
New Delhi,2016,Skoda,Rapid 1.5 ACTIVE TDI MT,Manual,"1,01,636 km",Diesel,1st Owner,"₹4,94,999"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,04,976 km",Diesel,2nd Owner,"₹3,22,399"
New Delhi,2007,Toyota,Corolla H3 1.8 G,Manual,"98,229 km",Petrol,1st Owner,"₹1,16,499"
New Delhi,2013,Honda,Amaze 1.2 VXMT I VTEC,Manual,"1,47,498 km",Petrol,1st Owner,"₹3,34,599"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"57,851 km",Diesel,2nd Owner,"₹5,27,399"
New Delhi,2013,Renault,Scala RXZ,Manual,"89,370 km",Diesel,1st Owner,"₹2,34,199"
New Delhi,2015,Honda,City V MT PETROL,Manual,"70,633 km",Petrol,2nd Owner,"₹6,06,999"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"82,140 km",Diesel,2nd Owner,"₹3,78,399"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,45,373 km",Diesel,1st Owner,"₹3,36,099"
New Delhi,2013,Maruti,Swift Dzire VDI,Manual,"1,12,058 km",Diesel,1st Owner,"₹3,51,299"
New Delhi,2012,Nissan,Sunny XL DIESEL,Manual,"1,13,365 km",Diesel,2nd Owner,"₹2,20,399"
New Delhi,2009,Honda,City S MT PETROL,Manual,"98,596 km",Petrol,1st Owner,"₹3,11,299"
New Delhi,2014,Hyundai,Verna FLUIDIC 1.6 CRDI SX OPT AT,Automatic,"98,693 km",Diesel,2nd Owner,"₹4,44,399"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,10,400 km",Diesel,2nd Owner,"₹3,55,999"
New Delhi,2012,Volkswagen,Jetta HIGHLINE TDI AT,Automatic,"1,02,689 km",Diesel,1st Owner,"₹4,72,399"
New Delhi,2015,Maruti,Swift Dzire LDI BS IV,Manual,"99,782 km",Diesel,1st Owner,"₹3,33,299"
New Delhi,2010,Maruti,Swift Dzire VXI,Manual,"1,20,919 km",Petrol,1st Owner,"₹2,22,199"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"1,44,247 km",Diesel,1st Owner,"₹3,29,199"
New Delhi,2017,Maruti,Ciaz ALPHA 1.3 DDIS SHVS,Manual,"1,01,254 km",Diesel,1st Owner,"₹5,99,099"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,27,042 km",Diesel,1st Owner,"₹2,91,899"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"1,11,261 km",Diesel,2nd Owner,"₹3,64,999"
New Delhi,2010,Honda,City 1.5 E MT PETROL,,"1,48,945 km",Petrol,1st Owner,"₹4,20,899"
New Delhi,2014,Hyundai,Verna FLUIDIC 1.6 SX CRDI OPT,Manual,"81,667 km",Diesel,1st Owner,"₹5,67,699"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,29,390 km",Diesel,1st Owner,"₹2,70,299"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"1,58,610 km",Diesel,1st Owner,"₹4,75,199"
New Delhi,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,56,670 km",Diesel,1st Owner,"₹3,04,599"
New Delhi,2020,Toyota,YARIS G MT,Manual,"11,279 km",Petrol,1st Owner,"₹8,90,999"
New Delhi,2016,Ford,Figo Aspire 1.2 TREND PETROL,Manual,"31,995 km",Petrol,1st Owner,"₹4,65,699"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,,"55,768 km",Diesel,2nd Owner,"₹5,22,399"
New Delhi,2011,Toyota,Etios VX,Manual,"29,699 km",Petrol,1st Owner,"₹3,49,799"
New Delhi,2010,Maruti,Swift Dzire VXI,Manual,"44,518 km",Petrol,1st Owner,"₹2,46,499"
New Delhi,2014,Tata,Zest XT RT,Manual,"30,784 km",Petrol,2nd Owner,"₹3,69,399"
New Delhi,2012,Maruti,Swift Dzire VDI BS IV,Manual,"61,164 km",Diesel,1st Owner,"₹3,01,699"
New Delhi,2017,Maruti,Dzire VXI,Manual,"22,913 km",Petrol,1st Owner,"₹5,90,799"
New Delhi,2012,Toyota,Etios GD,Manual,"81,239 km",Diesel,1st Owner,"₹2,60,699"
New Delhi,2012,Toyota,Etios G,Manual,"75,034 km",Petrol,1st Owner,"₹2,66,299"
New Delhi,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"79,162 km",Petrol + CNG,1st Owner,"₹3,10,299"
New Delhi,2018,Toyota,YARIS VX CVT,Manual,"18,823 km",Petrol,1st Owner,"₹9,70,299"
New Delhi,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"72,504 km",Petrol,1st Owner,"₹3,82,899"
New Delhi,2016,Maruti,Ciaz VXI PLUS,Manual,"63,494 km",Petrol,1st Owner,"₹6,15,399"
New Delhi,2017,Maruti,Ciaz VDI+ SHVS,Manual,"69,848 km",Diesel,1st Owner,"₹5,70,799"
New Delhi,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"81,938 km",Petrol,3rd Owner,"₹3,74,699"
New Delhi,2012,Honda,City S MT PETROL,Manual,"91,274 km",Petrol,3rd Owner,"₹3,46,099"
New Delhi,2016,Maruti,Swift Dzire VDI ABS,Manual,"62,827 km",Diesel,1st Owner,"₹5,79,799"
New Delhi,2014,Maruti,Swift Dzire VDI BS IV,Manual,"92,793 km",Diesel,1st Owner,"₹3,34,099"
New Delhi,2010,Honda,City S MT PETROL,Manual,"1,42,754 km",Petrol,3rd Owner,"₹2,77,199"
New Delhi,2014,Maruti,Swift VXI,Manual,"31,062 km",Petrol,1st Owner,"₹3,90,000"
New Delhi,2011,Volkswagen,Polo TRENDLINE 1.2L PETROL,Manual,"57,549 km",Petrol,2nd Owner,"₹2,18,000"
New Delhi,2017,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"22,455 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2019,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"11,558 km",Petrol,1st Owner,"₹5,25,000"
New Delhi,2019,Maruti,Alto LXI,Manual,"10,554 km",Petrol,1st Owner,"₹3,29,000"
New Delhi,2017,Hyundai,Grand i10 SPORTZ O 1.2,Manual,"8,055 km",Petrol,1st Owner,"₹5,05,000"
New Delhi,2018,Maruti,Alto 800 LXI,Manual,"11,373 km",Petrol,1st Owner,"₹2,90,000"
New Delhi,2015,Tata,Nano TWIST XTA,Automatic,"37,315 km",Petrol,2nd Owner,"₹1,00,000"
New Delhi,2013,Hyundai,Eon ERA PLUS,Manual,"20,439 km",Petrol,2nd Owner,"₹2,45,000"
New Delhi,2018,Hyundai,Elite i20 Magna Executive 1.2,Manual,"4,110 km",Petrol,1st Owner,"₹6,18,000"
New Delhi,2011,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"18,834 km",Petrol,2nd Owner,"₹2,50,000"
New Delhi,2010,Maruti,Swift VXI,Manual,"46,441 km",Petrol,1st Owner,"₹2,20,000"
New Delhi,2016,Maruti,Wagon R 1.0 VXI,Manual,"27,654 km",Petrol,1st Owner,"₹3,40,000"
New Delhi,2015,Maruti,Baleno SIGMA 1.2 K12,Manual,"46,137 km",Petrol,1st Owner,"₹4,39,000"
New Delhi,2014,Hyundai,Santro Xing GL PLUS,Manual,"39,366 km",Petrol,1st Owner,"₹2,70,000"
New Delhi,2017,Maruti,Baleno ZETA 1.2 K12 AMT,Automatic,"34,681 km",Petrol,1st Owner,"₹6,27,000"
New Delhi,2010,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"47,666 km",Petrol,1st Owner,"₹2,18,000"
New Delhi,2015,Honda,Jazz 1.2 VX I-VTECH,,"54,817 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2016,Maruti,Baleno ZETA 1.2 K12,Manual,"41,691 km",Petrol,1st Owner,"₹5,43,000"
New Delhi,2018,Renault,Kwid RXL,Manual,"50,104 km",Petrol,1st Owner,"₹3,08,000"
New Delhi,2018,Maruti,Alto K10 LXI,Manual,"42,519 km",Petrol,1st Owner,"₹3,20,000"
New Delhi,2013,Hyundai,i20 MAGNA O 1.2,Manual,"60,410 km",Petrol,1st Owner,"₹3,45,000"
New Delhi,2013,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"70,325 km",Petrol,1st Owner,"₹4,60,000"
New Delhi,2016,Renault,Pulse RX Z DIESEL,Manual,"67,051 km",Diesel,1st Owner,"₹4,30,000"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"65,368 km",Petrol,1st Owner,"₹5,18,000"
New Delhi,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"58,977 km",Petrol,1st Owner,"₹4,39,000"
New Delhi,2014,Maruti,Alto 800 LXI,Manual,"71,859 km",Petrol,1st Owner,"₹2,18,332"
New Delhi,2014,Hyundai,Santro Xing GL PLUS,Manual,"64,065 km",Petrol,2nd Owner,"₹2,42,625"
New Delhi,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"51,343 km",Petrol,1st Owner,"₹6,30,000"
New Delhi,2018,Hyundai,Elite i20 Magna Executive 1.2,Manual,"39,423 km",Petrol,2nd Owner,"₹5,50,000"
New Delhi,2015,Volkswagen,Polo COMFORTLINE 1.5L DIESEL,Manual,"88,591 km",Diesel,2nd Owner,"₹3,16,000"
New Delhi,2018,Maruti,Swift ZXI AMT,Automatic,"59,607 km",Petrol,1st Owner,"₹6,50,000"
New Delhi,2021,Volkswagen,Polo GTI TSI AT,Automatic,"3,586 km",Petrol,1st Owner,"₹9,95,000"
New Delhi,2011,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"89,747 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2010,Maruti,Zen Estilo LXI CNG,Manual,"49,015 km",Petrol + CNG,1st Owner,"₹1,40,000"
New Delhi,2017,Maruti,Celerio VXI AMT,Automatic,"36,779 km",Petrol,1st Owner,"₹3,25,000"
New Delhi,2011,Chevrolet,Spark LT 1.0,Manual,"72,375 km",Petrol,1st Owner,"₹1,07,000"
New Delhi,2011,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"67,475 km",Petrol + CNG,1st Owner,"₹1,95,000"
New Delhi,2014,Hyundai,Eon MAGNA PLUS,Manual,"55,103 km",Petrol,1st Owner,"₹2,30,000"
New Delhi,2017,Renault,Kwid RXT 1.0 EASY-R  AT,,"55,870 km",Petrol,1st Owner,"₹3,00,000"
New Delhi,2015,Hyundai,Eon MAGNA PLUS,Manual,"20,494 km",Petrol,1st Owner,"₹2,70,000"
New Delhi,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"27,389 km",Petrol,1st Owner,"₹4,14,000"
New Delhi,2014,Maruti,Swift VXI,Manual,"31,059 km",Petrol,1st Owner,"₹3,85,000"
New Delhi,2018,Hyundai,Eon ERA PLUS,Manual,"1,412 km",Petrol,1st Owner,"₹3,40,000"
New Delhi,2016,Maruti,Wagon R 1.0 VXI,Manual,"38,766 km",Petrol,1st Owner,"₹3,55,000"
New Delhi,2017,Renault,Kwid RXL,Manual,"37,380 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2015,Hyundai,Eon MAGNA PLUS,Manual,"20,622 km",Petrol,1st Owner,"₹3,02,000"
New Delhi,2009,Maruti,Alto LXI,Manual,"32,343 km",Petrol,1st Owner,"₹1,37,000"
New Delhi,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"30,161 km",Petrol,1st Owner,"₹4,19,000"
New Delhi,2017,Renault,Kwid CLIMBER 1.0 AT,Manual,"20,040 km",Petrol,1st Owner,"₹3,99,999"
New Delhi,2010,Chevrolet,Beat LT PETROL,Manual,"30,930 km",Petrol,1st Owner,"₹1,75,000"
New Delhi,2015,Nissan,Micra XL CVT (PETROL),Manual,"17,064 km",Petrol,1st Owner,"₹4,70,000"
New Delhi,2015,Maruti,Swift VDI,Manual,"33,725 km",Diesel,1st Owner,"₹4,40,000"
New Delhi,2008,Hyundai,Santro Xing GL,Manual,"33,246 km",Petrol,1st Owner,"₹1,38,000"
New Delhi,2015,Maruti,Ritz VDI,Manual,"58,697 km",Diesel,1st Owner,"₹3,10,000"
New Delhi,2016,Datsun,Redi Go T,Manual,"34,388 km",Petrol,1st Owner,"₹2,27,000"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"35,075 km",Petrol,1st Owner,"₹5,45,000"
New Delhi,2012,Maruti,Ritz VXI BS IV,Manual,"46,398 km",Petrol,1st Owner,"₹2,75,000"
New Delhi,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"45,232 km",Petrol,1st Owner,"₹4,31,000"
New Delhi,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"34,724 km",Petrol,1st Owner,"₹5,50,000"
New Delhi,2017,Maruti,IGNIS ZETA 1.2 K12,Manual,"34,036 km",Petrol,1st Owner,"₹4,78,000"
New Delhi,2018,Renault,Kwid 1.0 RXT Opt,Manual,"24,408 km",Petrol,1st Owner,"₹3,17,000"
New Delhi,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,,"29,168 km",Petrol,1st Owner,"₹5,03,000"
New Delhi,2013,Toyota,Etios Liva GD SP,Manual,"74,720 km",Diesel,2nd Owner,"₹3,26,000"
New Delhi,2017,Hyundai,Grand i10 SPORTZ (O) 1.2 AT VTVT,Manual,"39,242 km",Petrol,1st Owner,"₹5,21,000"
New Delhi,2010,Maruti,Wagon R 1.0 LXI,Manual,"71,922 km",Petrol,1st Owner,"₹1,92,900"
New Delhi,2011,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"97,146 km",Petrol + CNG,3rd Owner,"₹2,00,000"
New Delhi,2014,Maruti,Ritz LDI,Manual,"82,118 km",Diesel,1st Owner,"₹2,09,000"
New Delhi,2011,Maruti,Alto K10 VXI,Manual,"76,032 km",Petrol + CNG,1st Owner,"₹1,90,000"
New Delhi,2014,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"62,805 km",Petrol,1st Owner,"₹3,32,000"
New Delhi,2014,Datsun,Go T,Manual,"61,307 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"56,533 km",Petrol,1st Owner,"₹5,27,000"
New Delhi,2014,Maruti,Ritz LDI,Manual,"73,353 km",Diesel,1st Owner,"₹2,42,000"
New Delhi,2015,Maruti,Swift LXI OPT,Manual,"71,325 km",Petrol,1st Owner,"₹4,50,000"
New Delhi,2010,Hyundai,i10 MAGNA 1.2 KAPPA2,Manual,"67,529 km",Petrol,3rd Owner,"₹1,60,000"
New Delhi,2015,Honda,Jazz 1.2 V AT,Automatic,"44,356 km",Petrol,1st Owner,"₹4,67,000"
New Delhi,2015,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"35,650 km",Petrol,1st Owner,"₹3,45,000"
New Delhi,2017,Maruti,Alto 800 LXI,Manual,"38,682 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2012,Hyundai,i20 MAGNA O 1.2,Manual,"44,822 km",Petrol,1st Owner,"₹3,12,000"
New Delhi,2011,Chevrolet,Beat LT PETROL,Manual,"1,13,513 km",Petrol + CNG,2nd Owner,"₹1,20,994"
New Delhi,2014,Hyundai,Santro Xing GL,Manual,"32,360 km",Petrol,1st Owner,"₹2,64,000"
New Delhi,2011,Maruti,Alto LXI,Manual,"64,692 km",Petrol,2nd Owner,"₹1,25,984"
New Delhi,2011,Chevrolet,Beat LT PETROL,Manual,"69,227 km",Petrol,1st Owner,"₹1,39,000"
New Delhi,2013,Hyundai,Santro Xing GLS,Manual,"63,564 km",Petrol,3rd Owner,"₹1,75,000"
New Delhi,2010,Maruti,Wagon R 1.0 VXI,Manual,"62,339 km",Petrol,2nd Owner,"₹1,78,000"
New Delhi,2018,Maruti,Swift LXI,Manual,"25,400 km",Petrol,1st Owner,"₹4,82,000"
New Delhi,2020,Maruti,Swift LXI,Manual,"6,385 km",Petrol,1st Owner,"₹5,40,000"
New Delhi,2008,Maruti,Wagon R LXI,Manual,"45,717 km",Petrol,1st Owner,"₹1,13,000"
New Delhi,2018,Maruti,Alto 800 LXI CNG,Manual,"42,811 km",Petrol + CNG,1st Owner,"₹3,50,000"
New Delhi,2021,Maruti,IGNIS ZETA 1.2 K12,Automatic,"4,424 km",Petrol,1st Owner,"₹6,40,000"
New Delhi,2015,Hyundai,Eon MAGNA PLUS,Manual,"20,494 km",Petrol,1st Owner,"₹2,70,000"
New Delhi,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"27,389 km",Petrol,1st Owner,"₹4,14,000"
New Delhi,2014,Maruti,Swift VXI,Manual,"31,059 km",Petrol,1st Owner,"₹3,85,000"
New Delhi,2018,Hyundai,Eon ERA PLUS,Manual,"1,412 km",Petrol,1st Owner,"₹3,40,000"
New Delhi,2016,Maruti,Wagon R 1.0 VXI,Manual,"38,766 km",Petrol,1st Owner,"₹3,55,000"
New Delhi,2017,Renault,Kwid RXL,Manual,"37,380 km",Petrol,1st Owner,"₹2,25,000"
New Delhi,2015,Hyundai,Eon MAGNA PLUS,Manual,"20,622 km",Petrol,1st Owner,"₹3,02,000"
New Delhi,2009,Maruti,Alto LXI,Manual,"32,343 km",Petrol,1st Owner,"₹1,37,000"
New Delhi,2017,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"30,161 km",Petrol,1st Owner,"₹4,19,000"
New Delhi,2017,Renault,Kwid CLIMBER 1.0 AT,Manual,"20,040 km",Petrol,1st Owner,"₹3,99,999"
New Delhi,2010,Chevrolet,Beat LT PETROL,Manual,"30,930 km",Petrol,1st Owner,"₹1,75,000"
New Delhi,2015,Nissan,Micra XL CVT (PETROL),Manual,"17,064 km",Petrol,1st Owner,"₹4,70,000"
New Delhi,2015,Maruti,Swift VDI,Manual,"33,725 km",Diesel,1st Owner,"₹4,40,000"
New Delhi,2008,Hyundai,Santro Xing GL,Manual,"33,246 km",Petrol,1st Owner,"₹1,38,000"
New Delhi,2015,Maruti,Ritz VDI,Manual,"58,697 km",Diesel,1st Owner,"₹3,10,000"
New Delhi,2016,Datsun,Redi Go T,Manual,"34,388 km",Petrol,1st Owner,"₹2,27,000"
New Delhi,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"35,075 km",Petrol,1st Owner,"₹5,45,000"
New Delhi,2012,Maruti,Ritz VXI BS IV,Manual,"46,398 km",Petrol,1st Owner,"₹2,75,000"
New Delhi,2016,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"45,232 km",Petrol,1st Owner,"₹4,31,000"
New Delhi,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"34,724 km",Petrol,1st Owner,"₹5,50,000"
